stars,comment
5.0 out of 5 stars,"You have to out of your mind to not like this product.
            "
5.0 out of 5 stars,"I had used DELL laptop for 5 years.After using MAC I think I wasted my time and energy with DELL.1. Does not get heated at all.2.Very fragile product. Handle it gently.3.Making PPT's and word documents is so easy and simple.
            "
5.0 out of 5 stars,"The packaging was really awesome. I bought it with cashback and got it in 50k. This is the best laptop I've used till now.
            "
5.0 out of 5 stars,"Product was Good, Packing was also Good, Don't worry purchase without fear
            "
5.0 out of 5 stars,"I am telling u , its for real that no one can even come closer to MacBook Air ,and I am not saying on its beautiful appearance , sleek design but what a technology inside and out. 12 hrs pure battery backup , its so smooth , what a multimedia piece and really as a coder its a holy grail for me. also I bought it really low at 41000 only , but m saying I am ready to pay 60 k for it. Apple deserve it. Amazon hats off for your 1 year free of cost and denial programmes . Amazon deserves full stars and apple 10 stars for it.
            "
5.0 out of 5 stars,"Superb product with great battery life bought at just 46k during sale day early in the morning.Product body is very sturdy and happy to see Tht warranty dates and everything are updated from cloudtail on apple site
            "
4.0 out of 5 stars,"A very good product at a very good price. It ticks all the boxes except display. There is no retina display. So the display is not sharp. If you plan to use the machine for any visually sensitive work, please stay away. Otherwise please go ahead.
            "
4.0 out of 5 stars,"Apple MacBook Air is superb product. Built quality is amazing. But as far is seller is concerned, Cloudtail India is very unhelpful and non GST complaint and refused to issue GST invoice. The Seller is encouraging tax on tax and no seamless ITC.
            "
5.0 out of 5 stars,"An excellent opportunity to own a master piece during great indian amazon sale  on the first day itself. Saved over ₹ 25000 . No need to scrutinize product as it is a MASTER PIECE.
            "
5.0 out of 5 stars,"Wonderful and amazing product , very very fast than any PC. I was skeptical about buying the thing, but got it at best deal @ 49000 at amazon. Writing this review,nearly 4 months since the purchase. I loaded some of the heaviest software like Adobe e learning Suite along with various other software. Works amazingly fast and without any lag. Planning to purchase 128 ssd card if fall short of memory in near future. But till now working as it was on the first day.
            "
4.0 out of 5 stars,"Every thing is great except heating issue and software availability like games
            "
5.0 out of 5 stars,"Excellent delivery and product was in great condition. The entire process was so smooth. I highly recommend this basic macbook air for anyone considering a transition from windows to mac. You will just love it.
            "
5.0 out of 5 stars,"If you are like me looking for a laptop for coding or other day to day purposes then go for it without any hesitation.The product was delivered by amazon with great packaging ensuring that the device is not damaged.The first boot takes a bit of time so do not panic its natural. After the initial setup is done it should boot within 20-25 seconds.The device is really light weighted and its sleek design just mesmerizes you.With a 12 hour battery life you can comfortably go throughout the day without having to plug it in.The LCD display though not HD is still pretty good.Finally I just want to say that it is an amazing product and you should definitely go for it!
            "
5.0 out of 5 stars,"What to say about this beauty...Screen resolution is something that Apple guys could’ve thought about.Rest... it’s amazingly perfect.Proud owner and Proud customer I must say.Thanks amazon for spreading smiles and making each buy worth satisfying.Thanks again.
            "
4.0 out of 5 stars,"It's too early to write a review, but still it's an amazing deal to get this pdt @45k.got on time delivery and m in love with it's Stylo look and overall features.Thank you Amazon.
            "
